context,context_act,sys_world_sys_profile,sys_world_usr_profile,usr_world_sys_profile,usr_world_usr_profile,sent,edited_sent,sent_act,different_from_edition,failed_candidates,pick_or_not
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","['I agree.', 'I think that it is important to take a stand when it is not easy, even if it is just $0.01.', 'I think it is important to give back to the people that are helping.']","['I think that it is important to take a stand when it is not easy, even if it is just $0.01.', 'I think it is important to give back to the people that are helping.']","['provide-org-facts', 'logical-appeal']",True,False,True
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","['I understand that.', 'I will also be donating some of my payment, and you can choose any amount from $0 to all your payment ($2) to donate, which will be directly deducted from your payment.']","['I understand that.', 'I will also be donating some of my payment, and you can choose any amount from $0 to all your payment ($2) to donate, which will be directly deducted from your payment.']","['non-strategy', 'logical-appeal']",False,False,False
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","['Your donation will be directly deducted from your task payment.', 'You can choose any amount from $0 to all your payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.']",['Your donation will be directly deducted from your task payment.'],['provide-donation-procedure'],True,False,False
"
"
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""], [""That's ok, I understand."", ""Just know that the money you will be donating will help in so many ways and it will make a difference in these children's lives.""], [""I think I can volunteer at some local organizations and that will also change people's live""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None], ['non-strategy', 'logical-appeal'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","[""That's great, you will be helping a lot of kids that really need it.""]","[""That's great, you will be helping a lot of kids that really need it.""]",['non-strategy'],False,False,False
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""], [""That's ok, I understand."", ""Just know that the money you will be donating will help in so many ways and it will make a difference in these children's lives.""], [""I think I can volunteer at some local organizations and that will also change people's live""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None], ['non-strategy', 'logical-appeal'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","[""That's great!"", ""I can't imagine not being able to do something to help the children, but I will definitely donate."", 'The research team will collect all donations and send it to Save the Children.']","[""I can't imagine not being able to do something to help the children, but I will definitely donate.""]",['example-donation'],True,False,False
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""], [""That's ok, I understand."", ""Just know that the money you will be donating will help in so many ways and it will make a difference in these children's lives.""], [""I think I can volunteer at some local organizations and that will also change people's live""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None], ['non-strategy', 'logical-appeal'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","[""That's awesome!"", 'It is a great way to help.']","[""That's awesome!"", 'It is a great way to help.']","['non-strategy', 'logical-appeal']",False,False,False
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""], [""That's ok, I understand."", ""Just know that the money you will be donating will help in so many ways and it will make a difference in these children's lives.""], [""I think I can volunteer at some local organizations and that will also change people's live""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None], ['non-strategy', 'logical-appeal'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","['I agree!', 'I will also donate some of my payment too.', 'I will definitely donate some of my payment too.', 'This is a great way to help these children and make a difference.']","['I will definitely donate some of my payment too.', 'This is a great way to help these children and make a difference.']","['non-strategy', 'logical-appeal']",True,False,False
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""], [""That's ok, I understand."", ""Just know that the money you will be donating will help in so many ways and it will make a difference in these children's lives.""], [""I think I can volunteer at some local organizations and that will also change people's live""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None], ['non-strategy', 'logical-appeal'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","['That is wonderful!', 'I will be glad to assist you!']","['That is wonderful!', 'I will be glad to assist you!']","['non-strategy', 'non-strategy']",False,False,False
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""], [""That's ok, I understand."", ""Just know that the money you will be donating will help in so many ways and it will make a difference in these children's lives.""], [""I think I can volunteer at some local organizations and that will also change people's live""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None], ['non-strategy', 'logical-appeal'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","[""Absolutely, that's so awesome."", 'I hope you have a great day!']","[""Absolutely, that's so awesome."", 'I hope you have a great day!']","['non-strategy', 'non-strategy']",False,False,True
"[['Hey, how are you today?'], ['hello I am doing alright.', 'How are you?'], ['I am doing great, thank you!', 'Have you ever heard of Save the Children?'], [""No I haven't."", 'what is it?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['sounds good.', 'Do you work there?'], ['I am not directly involved with the organization, but I am happy to hear they are making a difference.', 'Do you want to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], [""I don't know."", 'Do you plan to donate to them?'], ['Yes I plan to donate some of my payments!', 'How about we both donating $1, and making it $2 to Save the Children?'], [""I don't know..."", 'I also need the money myself.'], ['Even small amount like $0.1 can be a big help.', 'Would you consider that?'], ['I guess I can spare $0.1.', 'I just want to make sure that they arechildren'], ['I agree.', 'I will also donate some of my payment too, if you would like to do the same.', 'The research team will collect all donations and send it to Save the Children.'], ['Can you tell me where the money will go to?'], ['They will use the donations for things like education and healthcare.'], ['education and healthcare in where?'], ['Education and healthcare for the children will be provided at the local and state level.', 'In the first two months of 2018, 9,000 children were reportedly killed or injured in intensifying violence.', 'You can see the full report here  URL'], [""Ok. but sorry I don't generally believe in online charities and prefer to donate time.""], [""That's ok, I understand."", ""Just know that the money you will be donating will help in so many ways and it will make a difference in these children's lives.""], [""I think I can volunteer at some local organizations and that will also change people's live""]]","[['greeting-inquiry'], [None, None], ['non-strategy', 'organization-related-inquiry'], [None, None], ['provide-org-facts'], [None, None], ['personal-story', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['example-donation', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'logical-appeal'], [None], ['provide-org-facts'], [None], ['non-strategy', 'non-strategy', 'provide-donation-procedure'], [None], ['non-strategy', 'logical-appeal'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 1.0}","{'how-are-you': 'good', 'heard-of-the-org': 'no', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'no', 'donation-amount': 'init'}","['Ok, so we have reached agreement!', 'Thank you for your donation.', 'I will donate $0.05 to Save the Children.']","['Ok, so we have reached agreement!', 'Thank you for your donation.', 'I will donate $0.05 to Save the Children.']","['non-strategy', 'non-strategy', 'non-strategy']",False,False,False
